Date,name,title,rating,description
"March 24, 2021",CheriseR,N/A,5.0,"wipes worked as expected and appeared as shown on site, thanks!"
"March 24, 2021",None,N/A,4.0,Clorox has been a staple in my home a long time.
"March 24, 2021",katlynnshawnp,I use these to,5.0,"I use these to wipe everything down everyday and the smell is amazing and they are long lasting I highly recommend to use these to stop the spread of virus and other germs that need to be gone so these at 100% effective and I do buy them everytime I run out CPC BLYSOW Lysol Disinfecting Wipes Lemon 75-Wipe Scent, Case of 6"
"March 23, 2021",jessicaw826,I always try to,5.0,"I always try to have these Clorox disinfecting wipes on hand in our household. I love the fresh lemon scent that makes the house smell extra clean. The container is convenient and easy to use, especially when cleaning spills and messes. Try these!"
"March 23, 2021",Schieber,N/A,5.0,I could have danced for joy when I was finally able to purchase these. Waited patiently through the whole pandemic to be able to get them. Thank you
"March 22, 2021",roseofsharon55,N/A,5.0,"Always liked them, always will, everything so clean"
"March 22, 2021",artgal7,The BEST Brand available by far!,5.0,There's no better product for disinfecting wipes that clean also than Clorox Disinfecting Wipes. I'm so happy that they are finally becoming available to the general public again.
"March 22, 2021",PeggyAnn,Awesome,5.0,Love your availability of all products I want.
"March 21, 2021",Tamisha,N/A,5.0,Loved that I could order this
"March 21, 2021",SmartValueBuyer,Good Wipe for the going-on pandemic,5.0,Very pleased to find this at Walmart. This brand always gives me the peace of mind.
"March 20, 2021",pjh1,Nana,5.0,Love the lemon fresh; I have one in the kitchen and the bathrooms also.
"March 19, 2021",Nilsa,Very Satisfied,5.0,What I like about this product is that its finally available in bulk size yay!!!!!
"March 19, 2021",franklinmullar,Very nice product....good for,4.0,"Very nice product....good for disinfection surfaces at home, I have one in my home and my office. I highly recommend"
"March 18, 2021",Gwen,N/A,5.0,"Excellent for wiping down doorknobs, sinks etc and smells good!"
"March 17, 2021",Kelly,N/A,1.0,lid of the middle container was cracked/broken. Items were placed in the box on its side so liquid leaked all over the box and other containers. I assume these wipes will dry up quickly and be useless for me.
"March 17, 2021",Queenbutterfly,N/A,5.0,"Great wipes, exactly as ordered!"
"March 17, 2021",Guadalupe,N/A,5.0,Clorox is extremely helpful for cleaning and sanitizing. I personally love this product.
"March 17, 2021",mayurip5,These are portable and,5.0,These are portable and easy to use. They smell great and are great for disinfecting surfaces on the go.
"March 16, 2021",Benjamin,Good item,5.0,I really like my whips because helps with this virus
"March 16, 2021",cottoncandy,N/A,5.0,these are the only one i like but i do like the cheep ones but the name brand seem to work more better than the store brnd one
"March 16, 2021",swamp,great,5.0,make cleaning so much easier
"March 15, 2021",StyleLover,Famous Clorox Disinfectant Wipes!,5.0,Clorox disinfectant wipes are the best brand and product out there to help fight germs. We all need this to be used at home in office or on the road... It is still not yet widely available for public yet.
"March 14, 2021",4JenniferT,N/A,5.0,Feel confident in it's disinfectant ability.
"March 14, 2021",Solseg78,N/A,5.0,I really like how the Clorox wipes disinfects and the price is a good deal.
"March 13, 2021",Olivia90670,Product is amazing!!,5.0,"I use these on a daily love the fresh lemon scent. I use them in the kitchen, restroom, table etc!!"
"March 13, 2021",Passion,Easy on the touch,5.0,These are easy for the kids with the epidemic theyve been trained to wipe door knobs toilet seats ect
"March 13, 2021",Joy,Not happy,1.0,Left a big mess when shipped.. They should have taped the top lids so the liquid inside the container did not leak all over the box
"March 13, 2021",donthaveone,N/A,5.0,Nice to have on hand for easy cleanup
"March 12, 2021",Sheri,Need better Walmart shipping packaging.,4.0,Love love love Clorox wipes but Walmart just throws it in the box any ole way
"March 12, 2021",tamara,N/A,5.0,Works just as good as the Lysol wipes
"March 12, 2021",MaryAnn,Great,5.0,"Delivery guy set the box upside down, i had a mess to clean up when I went to unbox these"
"March 12, 2021",fairskinnedblonde,I love using my,5.0,I love using my Clorox wipes. I use them in my kitchen and my bathroom. They clean everything and I love the lemon scent. I even will wipe up my tile floors in my bathroom in between mopping. Buy and use them all the time scentiva clorox disinfecting wipes
"March 12, 2021",Lan,N/A,5.0,Love this. So thankful that my shipment came! Thank you.
"March 11, 2021",Gwen,Great price,5.0,"Great, I finally for first time able to receive Clorox wipes since covid"
"March 11, 2021",tee_lo,I really like these,5.0,"I really like these bleach free wipes. They clean just as well without the harsh smell. These are the only wipes I will use, so I stock up when I can."
"March 10, 2021",tobby,Good product,5.0,The softness and the clean smell
"March 10, 2021",68Unhappy,N/A,5.0,My go to cleaning product
"March 8, 2021",Gary,Clorox Disinfecting Wipes,5.0,I was glad to be able to purchase this hard-to-find product at a reasonable price.
"March 8, 2021",AC,N/A,5.0,be aware of the products may ''leak'' due to the transportation
"March 7, 2021",Td,Can't not beat Clorox,5.0,Clean you with these Clorox wipes if you get in my way.
"March 6, 2021",redirocz28,"So, so needed",5.0,"I have asthma, so there aren't many chemicals I can clean with. This is one of them. They got so expensive I've been doing without. They finally got some on Walmart.com and I snagged them. I keep one in every room."
"March 6, 2021",Kesler,N/A,5.0,Use it too clean almost everything. Good amount for the price.
"March 4, 2021",Dominick,Good price,5.0,Great deal and smell good
"March 2, 2021",Saroda,Good deal great price,5.0,"Good deal great price , thank you Walmart for not price gouging I'm so glad I was able to get this at a reasonable price."
"March 2, 2021",Wendy,N/A,5.0,"Perfect! And the delivery was perfect, as well!"
"February 18, 2021",ferrnandalala,Must have always !,5.0,Must have always ! Especially nowadays where there's just even more germs and nasty stuff out there. these are super easy to use I just love them I just grab one and wipe I don't have to worry about spraying I don't have to worry about anything else and I also like to carry one in my car just in case I need it and they don't dry out they stay wet and moisturized which I love
"February 17, 2021",shereens11,Easy to use. The,4.0,Easy to use. The smell is fresh. More cost effective than competitors yet feel there is no compromise in quality.
"February 17, 2021",alimweber_,These Are of course,4.0,"These Are of course the go to for easy sanitizing, quick clean up of anything. I always have to have these in my home. I don't always buy this exact scent anymore now since they have come out with some different ones, but just these wipes in general are always a must. Especially with this virus now and if you have kids. I like to keep a small pack in my car too. The only reason Im giving it 4 stars is because of that annoying packaging on the big pack. Sometimes you go to pull out one and it's like a zillion come out with it. Other than that very minor issue, no complaints."
"February 17, 2021",zaliai,Always have the wipes,5.0,Always have the wipes disinfectant at home. It's great to clean up kitchen areas and the bathroom.
"February 17, 2021",shayeee,I use these everyday,5.0,I use these everyday & they never disappoint. Great for quick clean up & I love this scent. One sheet goes a long way.
"February 17, 2021",natalier147,I love that it,5.0,I love that it has the little ridges so it helps scrub away the germs I like that one goes a long way
"February 16, 2021",patricial90,The best product to,5.0,"The best product to cleaning up quick, I use it for many things such as cleaning any surface. They clean very well and the smell is excellent!"
"February 16, 2021",Angel,Love these,5.0,These wipes do the trip especially for disinfecting. Ive been using these a lot especially since Covid-19. Keep some in your car and at home. They even have some you can travel with! Its a life saver.
"February 16, 2021",ashleyxkim,These were so hard,5.0,These were so hard to get ahold of during the lockdown but I'm so glad I got them back in stock. Easy to clean with
"February 16, 2021",faithferrissigler,I really love clorox,5.0,I really love clorox wipes they clean very well and the smell is excellent. I pretty much clean my whole house with them that how much I love them...
"February 12, 2021",WalmartCustomer,Because..COVID,5.0,"Yes, we are those people that wipe down their groceries and every package. These wipes are a staple during these unstable times. We actually use these for a lot of our cleaning. Disinfecting counters after we prep raw meat...Cleaning up the toddlers potty seats...bathroom disinfectant.. Wipe down of all communal surfaces. Great multipurpose wipes for the germaphobe."
"February 11, 2021",rebeccaw113,Love the way they,5.0,"Love the way they smell and more importantly, I love the way they clean and make me feel like I'm keeping my family safe!"
"February 10, 2021",stephanieb400,I use this product,5.0,I use this product to clean my whole house from top to bottom and I highly recommend this product to everyone because it disinfects for viruses
"February 10, 2021",priscilaz3,I use these for,5.0,"I use these for almost everything! Door knobs, countertops, toilets everything￼￼. These get sold out so fast that's how good they are"
"February 10, 2021",feelaspeaks,Great for quick cleans,5.0,Great for quick cleans around the house. I love these to wipe down the bathroom in between deep cleaning
"February 8, 2021",cheeriotheshibainu,Excellent product if you're,5.0,"Excellent product if you're lucky to find it. Mom has been using it to wipe my paws after our walk and has worked great to kill germs I may pick up. It's not organic, free from chemicals but our goal is to keep all pathogens away from our home. 5 solid stars. Woof! IG: @cheeriotheshibainu Clorox Disinfecting Wipes Bleach Free Cleaning Wipes - Crisp Lemon - 75ct"
"February 8, 2021",marcyac245,Great clean. Great smell.,5.0,Great clean. Great smell. Trusted brand. I love these are so easy to use. I keep one in the kitchen and in each bathroom. Deep clean feel without the deep clean effort.
"February 7, 2021",WalmartCustomer,I love using these,4.0,I love using these wipes to clean with! They make it so easy to clean with even having a rough side. The only downside of these wipes is they leave some bubble residue behind and dirt when they get dirty.
"February 7, 2021",michellec0309,This is my favorite,5.0,This is my favorite brand of disinfectant wipes. They can be a bit pricey but I've tried other products and they just dont measure up to the Clorox brand.
"February 7, 2021",darcyl6,These have been great,5.0,"These have been great to keep on hand if we can stock up on them through the pandemic. We wiped down countertops, door handles, you name it."
"February 7, 2021",peaceheart,These were possibly literally,5.0,"These were possibly literally a lifesaver during the pandemic. When stores were out of stock I had my mom send me some in the mail. Great to wipe off all surfaces in the house, and your phone!"
"February 7, 2021",gabriellam56,So convenient for easy,5.0,So convenient for easy clean ups! I always love having Clorox wipes in the kitchen to clean up the counters or wipe down my daughters high chair!
"February 7, 2021",aritzabela,I love this clorox,5.0,"I love this clorox wipes , I have a Airbnb and this is perfect to clean it everything also I use in my own house"
"February 6, 2021",kristaf17,These work really well,5.0,"These work really well for quick disinfecting needs, and they're super convenient to have in every room. We even keep some in the car for those times you need them when you're out and about."
"February 6, 2021",marissam141,Love these. They are,5.0,Love these. They are convenient when I wanna clean up messes quick and disinfect at the same time
"February 6, 2021",Bessie,N/A,1.0,Container was busted ! Leaked liquid on my charcoal Briquets . Poor packaging. If it's busted please don't ship.
"February 6, 2021",brianadarlenemua,"Growing up, we never",5.0,"Growing up, we never had Clorox wipes in my house. I'm not sure why. It wasn't until I started teaching that I really started to use them, and I'll never go back. You think something looks clean, then you use one of these, and the amount of dirt them comes off on it is mind blowing"
"February 6, 2021",arkansasgals,Great to clean toilets.,5.0,Great to clean toilets. Cleans like a dream and smells good too. Great for killing germs
"February 6, 2021",mollyc79,These are a necessity..,5.0,These are a necessity.. especially 2020 and 2021. You all know!! These work and were once very valuable if you could find them in the store!!
"February 6, 2021",WalmartCustomer,My favorite disinfecting wipes,5.0,My favorite disinfecting wipes they smell good and they work perfectly for this hard times
"February 5, 2021",Gale,I hope Walmart keeps selling them.,5.0,"Clorox wipes are hard to find now a days, so I am very happy that Walmart is selling them online."
"February 5, 2021",robertah11,This is a necessity,5.0,This is a necessity at my house and I love all of the wipes that Clorox makes. Especially since COVID.
"February 5, 2021",alexandriaj13,I use basically all,5.0,"I use basically all of Clorox's disinfectant products and more! These wipes smell amazing & are easy to use! Clean your house, toys, car, and so much more!"
"February 5, 2021",kayleneg2,Who doesn't love Clorox,5.0,Who doesn't love Clorox wipes for a quick & easy disinfectant? Especially during recent times. I use these the most in my bathroom and kitchen to clean surfaces and disinfect thoroughly! I like the lemon scented ones but they all do the trick.
"February 5, 2021",thatgrlsteph,We love to use,5.0,We love to use these to keep kitchen as well as bathroom counters clean especially with this pandemic. Clorox Disinfecting Wipes Bleach Free Cleaning Wipes - Crisp Lemon - 75ct
"February 5, 2021",littleprincess,I use Clorox wipes,5.0,I use Clorox wipes to clean surface areas that need a little extra protection. The fresh lemon scent is an added plus.
"February 5, 2021",WalmartCustomer,Love the scent and,5.0,"Love the scent and ease of use. Don't always care for the price. Hard to find since Covid started, but definitely grab my allowance when I do!"
"February 5, 2021",latinachikas,A must with the,5.0,"A must with the global pandemic that is COVID 19. It is, of course, hard to come by. One of the very few products that accuracy kill COVID 19. I need it and I love it!!!"
"February 5, 2021",nativenycfoodie,I love to use,5.0,I love to use this to clean up any quick messes. This is my go-to disinfectant wipe. I definitely recommend this product
"February 5, 2021",Tanya,N/A,5.0,Good cleaning item during this covid-19! Thanks for having in stock!!!
"February 4, 2021",jonsh,If you don't have,5.0,"If you don't have this in your life, you are truly missing an essential product. Works perfect on everything especially during covid. I've been using this product for years and it still amazes me. Keeps everything clean and kills viruses and bacteria."
"February 4, 2021",kimberlywestlundreev,"In this Covid world,",5.0,"In this Covid world, we go through these so quickly! They smell good, work, and don't burn my hands even if I use for awhile on various high touch surfaces. As a mom, I feel better using these knowing my house is as germ free as possible. We also sanitize our groceries with these...lol"
"February 4, 2021",sarikas,I love using Clorox,5.0,I love using Clorox wipes especially in the bathroom it feels like does such a thorough job and you can really see results. I previously used different products to clean with and I never got as good as clean as I have with this product.
"February 4, 2021",sam_veri5513,Who can have anything,4.0,Who can have anything bad to say about Clorox wipes when they were once so hard to find? I love using these as I am pregnant and can not clean with strong bleach products. My go to for the bathroom and kitchen messes!
"February 4, 2021",ashleyb66c8,These are my go,5.0,These are my go to for cleaning up quickly & just wiping down any areas especially the kitchen counters & stove top I feel like they smell great & make it seem clean I've bought them many times & I'll continue to buy them
"February 3, 2021",rebeccav51,Definitely use these often,5.0,Definitely use these often especially now during covid... we are constantly wiping down things
"February 3, 2021",kadencee,these are so good,5.0,these are so good around the house! you can clean anything from counter tops to your bathroom sink!!
"February 2, 2021",sarahm777,I've used these all,4.0,I've used these all throughout the pandemic. I don't know what I would do with out them! They are very moist and will clean any surface with out a doubt.
"February 2, 2021",sabrinagc736,These are great when,5.0,These are great when you can find them. I never knew I'd miss something as much as I have Clorox wipes. I love these for everything from cleaning up the kitchen after cooking to cleaning light switches and door knobs to toilet seats. I'll be so glad when they are easy to find again. Others on the market do not match up to Clorox.
"February 2, 2021",amberw4,I love using this,5.0,I love using this for small spills in the kitchen. I also use it to clean my bathrooms. I love the scent and it is tough. There isn't anything I would do to improve it. It is a good value for the price. I have bought this before and I will buy it again in the future.
"February 2, 2021",glossb,I have one of,5.0,I have one of these in each bathroom & kitchen. Great disinfectant. Wipes away gems & dust. A household staple
"February 2, 2021",singlemomreview,I love these wipes!,5.0,I love these wipes! They are an amazing cleaner & the smell leaves everything smelling fresh!
"February 1, 2021",ZEBJ,The best wipes,5.0,So glad to finally be able to get these
"January 31, 2021",rachelt0825,I love wipes. They're,5.0,I love wipes. They're the greatest invention. They work at home or work. Easy to use. I love to use them to clean a spot or to just clean up.
"January 31, 2021",kimy1,Love this product. Easy,5.0,Love this product. Easy and quick cleaning. Help keeps the house clean. Scent is light
"January 31, 2021",jcdnyc,I got lucky to find these,5.0,Great price and I was so happy to find Clorox!!
"January 31, 2021",brittanywa184,This is the best,5.0,"This is the best product and sometimes the only product I use to clean. I use this in the bathroom, kitchen and to wipe down surfaces touched a lot. I wouldn't change anything about it. I will continue to use this product for as long as I can, and as long as I can find it"
"January 31, 2021",valeriew32,These disinfecting wipes clean,5.0,These disinfecting wipes clean surfaces well and leave you confident that the germs are gone after use.
"January 31, 2021",WalmartCustomer,"Counters, toys, bathroom counters,",5.0,"Counters, toys, bathroom counters, pantry shelving, and sinks! You name it we've wiped it with these wipes! Especially with this COVID pandemic, we wipes every chance we get. These wipes helps us feel and stay clean also the facet that the cnnister is so easy to pop open and pop shut helps a great deal."
"January 31, 2021",caliana,Clorox wipes are a,5.0,Clorox wipes are a well-known brand with a decent price. They clean and disinfect surfaces like nobody's business. I use them on mostly all of the surfaces in my household. I like that they're in a handy container easy for storage.￼￼￼￼ I Do not know what I would do without them right now during this Pandemic. I would recommend these Clorox Disinfecting wipes to others. I will continue to purchase them to fight germs in my house.￼
"January 30, 2021",AllforCanon,N/A,1.0,The box was wet! Immediately opened it all the bottles were open and drained! The wipes are dry! Sad! Especially for an item in high demand!
"January 30, 2021",adrianap111,I am OCD clean,4.0,I am OCD clean and I love my house to smell fresh and clean and these Clorox wipes make me feel safe especially with Covid right now. They clean very well and sanitize just as well
"January 29, 2021",rociom119,they smell super good,5.0,"they smell super good and I trust that it disinfects my places after using it, I recommend in the kitchen because of the bacteria"
"January 29, 2021",emmat115,Best wipes and especially,5.0,Best wipes and especially now during covid. Hard to get your hands on tho. Smells great too!!!
"January 29, 2021",Kisha,Surprised these were in Stock!!!,5.0,I'm so glad these are back in stock. I ordered one. I was almost running out and need this with CoVid 19 going on.
"January 29, 2021",jamieg89,I literally use these,4.0,"I literally use these clocks wipes to clean everything , my counter tops , my dining room table , my phone . I can not live with out clod wipes !"
"January 28, 2021",chana,N/A,3.0,They do the job but would appreciate them thicker and wetter.
"January 28, 2021",mishas5,I use this to,5.0,"I use this to disinfect the grocery wrapping or boxes during the pandemic, also counter top"
"January 28, 2021",courtneyc215,Works good but very,3.0,Works good but very hard to find with covid 19 . Use it for everything though bathroom and kitchen especially
"January 28, 2021",tracyb75,So convenient for messes,5.0,So convenient for messes and general cleaning especially when you are in a hurry. I always try to keep some on hand
"January 27, 2021",dlkinyc,Best tool for keeping,5.0,Best tool for keeping all surfaces clean and germ free . Fresh scent makes it better.
"January 27, 2021",poutypuffgirl,Favorite disinfectant wipes. Makes,5.0,Favorite disinfectant wipes. Makes my house feel clean for quick everyday wipe ups. Good pricing. Good amount in each container. All around- just good.
"January 27, 2021",lizrulez,During this pandemic i,5.0,"During this pandemic i have been using these to clean everything from my surfaces,groceries, keys,and shoes they do the job well and I feel better about my family's health and safety"
"January 27, 2021",melanieheintz,I trust Clorox wipes,5.0,"I trust Clorox wipes to disinfect the house, door knobs, keys and other things that could bring germs into our house. The fresh scent is appealing."
"January 27, 2021",makeyaw,Best cleaning wips a,5.0,Best cleaning wips a girl could ask for .they get the job done just right for just wiping your night stands off
"January 27, 2021",taylormarie1517,Clorox Disinfecting Wipes with,5.0,Clorox Disinfecting Wipes with bleach works very good for cleaning small areas after your kids eat on the tabel or after you spill a drink. One or two whipes should be enough to make it clean and disinfect the area. Since the virus is going around it's good to have these on handy to also whipe your sternwheel off with or etc. I recommend Clorox whipes.
"January 27, 2021",Tomoya,Stay clean everyone,5.0,Proper wipes always beat disinfecting sprays since it physically removes dirt and infectious elements.
"January 26, 2021",sweetbaboo,Good formula but poor execution of dispenser,3.0,"Really like the product itself, the formula and especially the larger top dispenser opening; however, the teeth of the opening where you pull the single wipes through always ends up ripping the wipes! Company needs to work on the dispensing of the individual wipes to stop this."
"January 25, 2021",xciting,N/A,4.0,good for removing small stuck on foods with scrubbing fibers
"January 25, 2021",Ang0303,Best disinfecting wipes,5.0,Happy to have found these Clorox disinfecting wipes to order online. I like having these handy to wipe down everything with the covid and flu viruses. They smell good.
"January 25, 2021",michellem606,Clorox Disinfecting Wipes are,5.0,Clorox Disinfecting Wipes are bleach free and safe for kids and pets. They smell nice
"January 24, 2021",Charietta,N/A,5.0,Good for cleaning and disinfecting!!
"January 24, 2021",angelal6b66,These cleansing wipes are,5.0,"These cleansing wipes are so handy! One step instead of having to find a spray cleanser, grab paper towels, and lots of waste. These wipes clean well and don't leave any residue."
"January 24, 2021",taniaceee20,These are my favorite,5.0,These are my favorite because it leaves everything extra clean and it smells really good.
"January 24, 2021",urd2,Hash brown used it,5.0,Hash brown used it for her explosice diahhrea she loved it it also killed her booty germs
"January 24, 2021",KC,Great for Handles,5.0,Yeah! So happy to finally be able to get these wipes. Most convenient for wiping down door handles.
"January 24, 2021",stephany0528,This products smells great,5.0,This products smells great and gives Pierce of mine to dirty surfaces. We also have some in the car to wipe down the shipping cart before putting the littles under it. [product:2-pack-lysol-dual-action-disinfectant-wipes-lemon-&-lime-blossom-80-wipes-each]
"January 24, 2021",amandac91387,I'm obsessed with Clorox,5.0,I'm obsessed with Clorox wipes they smell great and clean surfaces and kill bacteria and germs.
"January 24, 2021",jessesamantham,I love these wipes,5.0,"I love these wipes for big messes and little messes! They are especially great to have a round during this pandemic. I would absolutely recommend if you dont use these, to start!"
"January 23, 2021",ashleyp397,Cloris wipes come in,5.0,Cloris wipes come in different varieties of size and smells I always feel like I can use these to disinfect after chicken or something was on my counters and feel like they did what they say they do! I recommend for disinfecting and they smell good too
"January 23, 2021",nashlac1,I feel very good,5.0,I feel very good with this product it cleans the tables well and I also use it to clean many things it is quite good it removes stains and dirt from things and you notice it instantly.
"January 23, 2021",britneyr29,These are my go-to,5.0,"These are my go-to disinfecting wipes. I not only use these at home, but I also use them in my classroom. I feel confident about their ability to eliminate bacteria, which is a sigh of relief during the pandemic."
"January 23, 2021",ke55f7,These always maintain a,4.0,These always maintain a good level of moisture without drying out quickly like other brands. It leaves a pleasant scent. My one piece of feedback would be to try and make a version that's more eco friendly.
"January 23, 2021",Rayna,Grateful,5.0,"Thankful to be able to get these and not be price gauged. Arrived quickly, packaged well"
"January 23, 2021",kellierca47,As a teacher I,5.0,As a teacher I use these daily. They are effective in killing germs and avoiding the spread of germs. It has a strong smell but not overpowering.
"January 23, 2021",carolinar0d2d,These work great for,5.0,"These work great for any cleans Jos, after lunch or cleaning up a messy kitchen ! Or even just to sa atize a surface !"
"January 23, 2021",melissaw211,Clorox disinfecting wipes is,5.0,Clorox disinfecting wipes is a must have in my hope. A quick easy clean and disinfect. The lemon smell is amazing. When they in stock I definitely grab.
"January 22, 2021",Annette,so clean,5.0,"Love these! I thought I ordered two, but didnt..."
"January 22, 2021",Merrine,No protective seal!....,2.0,"I received my package really fast, so that's a plus but was so disappointed that every one of the containers leaked. There is absolutely no protective seal on any of the containers so the liquid inside leaked all over them . It was a total mess. This is my very first purchase of this brand and unless the issue of protective seal is addressed it will be my last. I therefore could not in good conscience recommend this product to anyone."
"January 22, 2021",maddyk20,"Always a go to,",5.0,"Always a go to, leaves my surfaces feeling and smelling very fresh and clean. A reliable product that occasionally picks up stains or dirt while also disinfecting. Definitely a need right now for everyone"
"January 22, 2021",Thomas,N/A,3.0,I was disappointed that it did not come in a four pack
"January 22, 2021",Rosa,Clorox disinfecting wipes,4.0,"Love that Walmart has this wipes in stock during a pandemic. However, I wish Walmart was more careful with packaging/shipping as these wipes arrived leaking. I let them sit out until dry. Other than that, I would of given this product 5 stars."
"January 21, 2021",lorenamb1f5,I used this product,5.0,"I used this product to clean and disinfect countertops and other areas that need to be cleaned. The product is one of my favorites and the smell is not too strong. The wipes clean everything very well, especially with covid still around."
"January 21, 2021",Zeda,Good!,5.0,I prefer these wipes for most of my chores at home and the delivery from Walmart was on time.
"January 21, 2021",Hattie,Best cleaning product,5.0,Been waiting forever for these wipes. They did not disappoint.
"January 21, 2021",PearlandMom,Great for disinfecting and cleaning.,5.0,Received these wipes in a timely manner. They were a perfect addition to a teachers classroom.
"January 21, 2021",ashantig1,Especially in times like,5.0,"Especially in times like these Clorox wipes are essentially. The only thing is it may be hard to actually get them to the demand being so high. However, they work wonders!"
"January 21, 2021",Madmom,Yey!,5.0,Finally! So happy these these babies back in stock ! I cannot believe my lucky stars! Thanks Walmart!definitely recommend
"January 20, 2021",WalmartCustomer,These disinfecting wipes work,5.0,"These disinfecting wipes work amazing I use these all around my house to disinfect my door knobs, restroom, my phone and keys."
"January 20, 2021",Zoraya,N/A,5.0,I love it it is my favorite in this time
"January 20, 2021",yoselin,Packet was damage,2.0,It came all spill and wet like if the Clorox came out very disappointed
"January 20, 2021",Louise,N/A,5.0,I hate the smell if you used it to wipe your hands
"January 20, 2021",Christine,N/A,5.0,I use it on every thing. Clorox is a name to trust
"January 20, 2021",dgraf,Love these wipes! I,5.0,"Love these wipes! I use them throughout my kitchen, they're especially great for cleanup after a little one leaves sticky handprints on the cabinets! I love the scent and I love how well they get everything off!"
"January 20, 2021",mchristinam,I have at least,5.0,I have at least three of these In my home at a time. I use this when I clean and disinfect as much as I can I think this product is amazing.
"January 20, 2021",david,N/A,5.0,great! so hard to find and i glad i did these are the best
"January 20, 2021",gimlet,N/A,4.0,"arrived on time but leaking , not bad but it was still wet"
"January 19, 2021",Martha,Leaking containers,1.0,Received with wet box and liquid leaking. Labels all wet and peeled off. Appears items were mashed.
"January 19, 2021",lisam337,I love Clorox disinfecting,5.0,I love Clorox disinfecting wipes. I use them in my bathroom so I can just throw them away and don't have to worry about washing dirty rags. It keeps everything clean and smelling nice.
"January 19, 2021",sandyp46,Simply the Best... no,5.0,"Simply the Best... no more, no less. Since COVID struck I've been using what I can find. Most stores now have a lot of off brands."
"January 19, 2021",aprils114,How do you even,5.0,"How do you even live without these? They are easy for my kids to clean with and they disinfect, so it is a win win!! I panic whenever we run out... Clorox Disinfecting Wipes Bleach Free Cleaning Wipes - Crisp Lemon - 75ct"
"January 19, 2021",sexypea48,These are good at,3.0,These are good at disinfecting but I can't stand the smell. It's so strong! They're also messy when you get to the bottom of the container because those wipes are soaked in the solution and drip everywhere. I don't like getting that stuff on my hands. I much prefer using the spray kind.
"January 19, 2021",ninasbeautyfl,These work great I,5.0,These work great I use them a lot to clean my bathroom they leave a great shine but the bleach smell is so strong in them
"January 19, 2021",balee,"I use at home,",4.0,"I use at home, at the office and in the car. I have even used on my phone case! They are convenient and cost effective when purchased in a multi pack"
"January 19, 2021",joohee,These wipes are very,5.0,These wipes are very easy to use and keeps everything clean! I use it for the kitchen and high traffic areas to keep things disinfected. Very useful during these COVID times
"January 18, 2021",None,Clorox disinfect wipes,5.0,So glad I could get clorox wipes Thank you Mary P
"January 18, 2021",styleitbynlc,Our household definitely uses,5.0,Our household definitely uses these on an everyday basis. It's super easy to clean bathrooms and counter tops with these wipes. You can clean surface with 1 cloth and it holds its quality. We couldn't live without these!
"January 17, 2021",jananik1,It dries off quickly,3.0,It dries off quickly and has strong smell which I couldn't bare . But cleans and disinfects very well
"January 16, 2021",mandyl5467,These are great for,5.0,These are great for my home and my classroom. With a quick wipe I can assure myself surfaces are safe.
"January 16, 2021",rocioc29,This product is truly,5.0,"This product is truly wonderful I love it it's very very great and cleans so well , which I love and they are all just wonderful it's a yes it's a yes yes yes totally recommend will not regret it and it's amazing. You won't regret buying it!"
"January 16, 2021",mwllr,I love these wipes.,5.0,I love these wipes. They are an absolute staple for any house. They are super effective and do their job very well. I wish the packaging was a little bit more convenient as sometimes they get bunched up. Will definitely buy again.
"January 15, 2021",Daisy,N/A,1.0,Damage
"January 15, 2021",Sandi,N/A,5.0,best product for disinfecting and cleaning
"January 15, 2021",pickanese,Great product,5.0,I keep this in stock so I was prepared when covid 19 happened. Great sanitizer and price is just right.
"January 15, 2021",Angelo,Horrible when shipped,2.0,Wipes were leaking and the packaging was damaged.
"January 14, 2021",yvette,N/A,3.0,Everything was ok minus the fact that the package was already open .
"January 14, 2021",Susan,"Superior, for our circumstances.",5.0,"Delivered quick, priced as should be, No hassles, no contamination."
"January 14, 2021",mycuratedclosets,Use these on everything!,5.0,Use these on everything! Wiping down all surfaces in my home and my car! It really does it all!
"January 13, 2021",audreywhoa,These wipes are exactly,5.0,These wipes are exactly what you need during a pandemic. I trust these wipes and they have a good smell.
"January 12, 2021",Taneesha,N/A,5.0,Arrived the next day! Great quality and you will receive every that is shown.
"January 12, 2021",kenj3,These disinfecting wipes are,5.0,These disinfecting wipes are perfect for kids to clean their desk as the end of the day. They kill 99.9% viruses and bacteria. Love the fresh smell as we leave daily.
"January 12, 2021",lizh217,These are sometimes hard,5.0,"These are sometimes hard to find being that we are still pushing through this pandemic. When I do find them, I am happy because these are very efficient and easy to use. I can wipe down counters and doorknobs etc and throw away! The smell is clean, not overwhelming. Thanks Clorox!"
"January 12, 2021",kristahd17c,Easy to grab one,5.0,Easy to grab one out of the container and quickly wipe things down. These get the job done.
"January 12, 2021",brookea60,These are a great,3.0,These are a great product. Good to use for just about anything and leave a nice fresh sent behind.
"January 12, 2021",Sophia,N/A,5.0,Who can go wrong with Clorox wipes right now during the pandemic? I have been lucky enough to be able to stay stocked with wipes so that I can keep my family safe.
"January 11, 2021",owingslr,Works great and smells,4.0,Works great and smells clean. I buy multiples to keep in the house/car/work etc. Good disinfectant that I completely trust.
"January 11, 2021",rachelchloe,We use these at,3.0,We use these at work constantly. I don't feel like many people realize though that the chemicals take about 90 seconds before it works
